Date,Time,VOLTAGE,CURRENT,PF,POWER (KW),"""WEEKEND/WEEKDAY""",SEASON,Temp (F),Humidity (%)
3/17/2021,3:00:00,11.5,174,0.94,3257.883646,0,2,92,47
3/17/2021,4:00:00,11.6,187,0.94,3531.734735,0,2,92,47
3/17/2021,5:00:00,11.2,227,0.94,4139.352015,0,2,92,47
3/17/2021,6:00:00,11.2,254,0.94,4631.697849,0,2,96,44
3/17/2021,7:00:00,11.4,258,0.94,4788.649365,0,2,96,44
3/17/2021,8:00:00,11.7,239,0.94,4552.733653,0,2,96,44
3/17/2021,9:00:00,11.6,246,0.94,4646.025373,0,2,95,47
3/17/2021,10:00:00,11.6,238,0.94,4494.935117,0,2,95,47
3/17/2021,11:00:00,11.7,237,0.94,4514.635463,0,2,95,47
3/17/2021,12:00:00,11.8,219,0.94,4207.407755,0,2,81,76
3/17/2021,13:00:00,11.7,172,0.94,3276.444302,0,2,81,76
3/17/2021,14:00:00,11.7,176,0.94,3352.640682,0,2,81,76
3/17/2021,15:00:00,11.5,197,0.94,3688.523438,0,2,79,76
3/17/2021,16:00:00,11.6,227,0.94,4287.186015,0,2,79,76
3/17/2021,17:00:00,11.9,192,0.94,3719.946304,0,2,79,76
3/17/2021,18:00:00,11.6,50,0.94,944.3141003,0,2,72,77
3/17/2021,19:00:00,11.8,50,0.94,960.5953779,0,2,72,77
3/17/2021,20:00:00,11.8,47,0.94,902.9596552,0,2,72,77
3/17/2021,21:00:00,11.8,44,0.94,845.3239325,0,2,75,75
3/17/2021,22:00:00,11.5,39,0.94,730.2153,0,2,75,75
3/17/2021,23:00:00,11.3,36,0.94,662.3223724,0,2,75,75
3/18/2021,0:00:00,11.4,160,0.97,3064.482853,0,2,78,72
3/18/2021,1:00:00,11.4,162,0.97,3102.788888,0,2,78,72
3/18/2021,2:00:00,11.4,162,0.97,3102.788888,0,2,78,72
3/18/2021,3:00:00,11.4,175,0.97,3351.77812,0,2,88,49
3/18/2021,4:00:00,11.3,178,0.97,3379.331585,0,2,88,49
3/18/2021,5:00:00,11.6,201,0.97,3917.296173,0,2,88,49
3/18/2021,6:00:00,11.6,248,0.97,4833.28085,0,2,96,40
3/18/2021,7:00:00,11.5,256,0.97,4946.18285,0,2,96,40
3/18/2021,8:00:00,11.5,247,0.97,4772.293609,0,2,96,40
3/18/2021,9:00:00,11.7,234,0.97,4599.74844,0,2,91,44
3/18/2021,10:00:00,11.8,215,0.97,4262.386512,0,2,91,44
3/18/2021,11:00:00,11.6,213,0.97,4151.164601,0,2,91,44
3/18/2021,12:00:00,11.8,204,0.97,4044.310923,0,2,85,52
3/18/2021,13:00:00,11.5,192,0.97,3709.637138,0,2,85,52
3/18/2021,14:00:00,11.5,180,0.97,3477.784817,0,2,85,52
3/18/2021,15:00:00,11.4,203,0.97,3888.06262,0,2,83,63
3/18/2021,16:00:00,11.4,225,0.97,4309.429012,0,2,83,63
3/18/2021,17:00:00,11.4,201,0.97,3849.756584,0,2,83,63
3/18/2021,18:00:00,11.8,52,0.97,1030.902784,0,2,78,66
3/18/2021,19:00:00,11.8,51,0.97,1011.077731,0,2,78,66
3/18/2021,20:00:00,11.8,48,0.97,951.6025701,0,2,78,66
3/18/2021,21:00:00,11.8,43,0.97,852.4773024,0,2,76,72
3/18/2021,22:00:00,11.6,38,0.97,740.5833561,0,2,76,72
3/18/2021,23:00:00,11.4,36,0.97,689.5086419,0,2,76,72
3/19/2021,0:00:00,11.4,159,0.97,3045.329835,0,2,80,69
3/19/2021,1:00:00,11.4,161,0.97,3083.635871,0,2,80,69
3/19/2021,2:00:00,11.4,161,0.97,3083.635871,0,2,80,69
3/19/2021,3:00:00,11.3,173,0.97,3284.40654,0,2,89,51
3/19/2021,4:00:00,11.2,207,0.97,3895.118994,0,2,89,51
3/19/2021,5:00:00,11.8,225,0.97,4460.637047,0,2,89,51
3/19/2021,6:00:00,11.2,269,0.97,5061.772993,0,2,96,27
3/19/2021,7:00:00,11.5,274,0.97,5293.961332,0,2,96,27
3/19/2021,8:00:00,11.6,256,0.97,4989.193136,0,2,96,27
3/19/2021,9:00:00,11.7,240,0.97,4717.690708,0,2,92,38
3/19/2021,10:00:00,11.9,221,0.97,4418.466806,0,2,92,38
3/19/2021,11:00:00,11.9,201,0.97,4018.605557,0,2,92,38
3/19/2021,12:00:00,11.6,190,0.97,3702.91678,0,2,78,64
3/19/2021,13:00:00,11.7,184,0.97,3616.896209,0,2,78,64
3/19/2021,14:00:00,11.8,173,0.97,3429.734263,0,2,78,64
3/19/2021,15:00:00,11.4,206,0.97,3945.521673,0,2,76,66
3/19/2021,16:00:00,11.3,232,0.97,4404.522065,0,2,76,66
3/19/2021,17:00:00,11.4,188,0.97,3600.767352,0,2,76,66
3/19/2021,18:00:00,11.8,53,0.97,1050.727838,0,2,81,64
3/19/2021,19:00:00,11.8,50,0.97,991.2526772,0,2,81,64
3/19/2021,20:00:00,11.9,46,0.97,919.6808737,0,2,81,64
3/19/2021,21:00:00,11.8,42,0.97,832.6522488,0,2,74,67
3/19/2021,22:00:00,11.6,38,0.97,740.5833561,0,2,74,67
3/19/2021,23:00:00,11.6,36,0.97,701.6052847,0,2,74,67
3/20/2021,0:00:00,11.5,160,0.97,3091.364281,0,2,77,63
3/20/2021,1:00:00,11.5,160,0.97,3091.364281,0,2,77,63
3/20/2021,2:00:00,11.4,161,0.97,3083.635871,0,2,77,63
3/20/2021,3:00:00,11.4,175,0.97,3351.77812,0,2,88,41
3/20/2021,4:00:00,11.2,210,0.97,3951.569994,0,2,88,41
3/20/2021,5:00:00,11.8,220,0.97,4361.51178,0,2,88,41
3/20/2021,6:00:00,11.7,227,0.97,4462.149128,0,2,95,32
3/20/2021,7:00:00,11.4,268,0.97,5133.008778,0,2,95,32
3/20/2021,8:00:00,11.8,240,0.97,4758.01285,0,2,95,32
3/20/2021,9:00:00,11.8,238,0.97,4718.362743,0,2,95,40
3/20/2021,10:00:00,11.3,213,0.97,4043.806896,0,2,95,40
3/20/2021,11:00:00,11.3,212,0.97,4024.821887,0,2,95,40
3/20/2021,12:00:00,11.5,192,0.97,3709.637138,0,2,81,71
3/20/2021,13:00:00,11.4,118,0.97,2260.056104,0,2,81,71
3/20/2021,14:00:00,11.2,195,0.97,3669.314995,0,2,81,71
3/20/2021,15:00:00,11.2,243,0.97,4572.530994,0,2,75,76
3/20/2021,16:00:00,11.2,229,0.97,4309.092994,0,2,75,76
3/20/2021,17:00:00,11.2,207,0.97,3895.118994,0,2,75,76
3/20/2021,18:00:00,11.6,49,0.97,954.9627487,0,2,78,64
3/20/2021,19:00:00,11.5,48,0.97,927.4092844,0,2,78,64
3/20/2021,20:00:00,11.8,48,0.97,951.6025701,0,2,78,64
3/20/2021,21:00:00,11.8,42,0.97,832.6522488,0,2,71,75
3/20/2021,22:00:00,11.6,38,0.97,740.5833561,0,2,71,75
3/20/2021,23:00:00,11.6,36,0.97,701.6052847,0,2,71,75
3/21/2021,0:00:00,11.4,163,0.95,3057.57197,1,2,77,61
3/21/2021,1:00:00,11.4,163,0.95,3057.57197,1,2,77,61
3/21/2021,2:00:00,11.4,163,0.95,3057.57197,1,2,77,61
3/21/2021,3:00:00,11.4,173,0.95,3245.153073,1,2,88,43
3/21/2021,4:00:00,11.6,180,0.95,3435.695982,1,2,88,43
3/21/2021,5:00:00,11.2,208,0.95,3833.236283,1,2,88,43
3/21/2021,6:00:00,11.2,243,0.95,4478.252004,1,2,96,30
3/21/2021,7:00:00,11.4,259,0.95,4858.350554,1,2,96,30
3/21/2021,8:00:00,11.3,248,0.95,4611.204224,1,2,96,30
3/21/2021,9:00:00,11.6,227,0.95,4332.794377,1,2,93,45
3/21/2021,10:00:00,11.7,204,0.95,3927.355924,1,2,93,45
3/21/2021,11:00:00,11.8,195,0.95,3786.176463,1,2,93,45
3/21/2021,12:00:00,11.8,189,0.95,3669.678725,1,2,81,65
3/21/2021,13:00:00,11.5,174,0.95,3292.541983,1,2,81,65
3/21/2021,14:00:00,11.2,186,0.95,3427.79783,1,2,81,65
3/21/2021,15:00:00,11.2,201,0.95,3704.233139,1,2,76,76
3/21/2021,16:00:00,11.5,203,0.95,3841.29898,1,2,76,76
3/21/2021,17:00:00,11.7,186,0.95,3580.824519,1,2,76,76
3/21/2021,18:00:00,11.7,50,0.95,962.5872363,1,2,75,64
3/21/2021,19:00:00,11.8,50,0.95,970.8144776,1,2,75,64
3/21/2021,20:00:00,11.7,47,0.95,904.8320021,1,2,75,64
3/21/2021,21:00:00,11.6,43,0.95,820.7495957,1,2,72,89
3/21/2021,22:00:00,11.5,37,0.95,700.1382377,1,2,72,89
3/21/2021,23:00:00,11.4,35,0.95,656.5338586,1,2,72,89
3/22/2021,0:00:00,11.3,172,0.97,3265.421531,0,2,79,72
3/22/2021,1:00:00,11.3,176,0.97,3341.361567,0,2,79,72
3/22/2021,2:00:00,11.3,176,0.97,3341.361567,0,2,79,72
3/22/2021,3:00:00,11.2,182,0.97,3424.693995,0,2,91,40
3/22/2021,4:00:00,11.4,194,0.97,3715.685459,0,2,91,40
3/22/2021,5:00:00,11.5,211,0.97,4076.736646,0,2,91,40
3/22/2021,6:00:00,11.4,239,0.97,4577.571261,0,2,91,40
3/22/2021,7:00:00,11.3,261,0.97,4955.087323,0,2,91,40
3/22/2021,8:00:00,11.4,247,0.97,4730.795404,0,2,91,40
3/22/2021,9:00:00,11.8,236,0.97,4678.712636,0,2,96,43
3/22/2021,10:00:00,11.7,202,0.97,3970.723012,0,2,96,43
3/22/2021,11:00:00,11.4,190,0.97,3639.073388,0,2,96,43
3/22/2021,12:00:00,11.5,179,0.97,3458.46379,0,2,86,48
3/22/2021,13:00:00,11.7,170,0.97,3341.697585,0,2,86,48
3/22/2021,14:00:00,11.7,180,0.97,3538.268031,0,2,86,48
3/22/2021,15:00:00,11.6,196,0.97,3819.850995,0,2,86,31
3/22/2021,16:00:00,11.4,215,0.97,4117.898833,0,2,86,31
3/22/2021,17:00:00,11.8,176,0.97,3489.209424,0,2,86,31
3/22/2021,18:00:00,11.9,53,0.97,1059.632311,0,2,73,87
3/22/2021,19:00:00,11.8,53,0.97,1050.727838,0,2,73,87
3/22/2021,20:00:00,11.8,48,0.97,951.6025701,0,2,73,87
3/22/2021,21:00:00,11.8,43,0.97,852.4773024,0,2,79,60
3/22/2021,22:00:00,11.7,40,0.97,786.2817846,0,2,79,60
3/22/2021,23:00:00,11.6,38,0.97,740.5833561,0,2,79,60
3/23/2021,0:00:00,11.4,168,0.98,3250.879233,0,2,82,50
3/23/2021,1:00:00,11.4,168,0.98,3250.879233,0,2,82,50
3/23/2021,2:00:00,11.4,170,0.98,3289.580176,0,2,82,50
3/23/2021,3:00:00,11.3,180,0.98,3452.531516,0,2,90,39
3/23/2021,4:00:00,11.3,196,0.98,3759.423206,0,2,90,39
3/23/2021,5:00:00,11.5,215,0.98,4196.845709,0,2,90,39
3/23/2021,6:00:00,11.3,235,0.98,4507.471701,0,2,93,36
3/23/2021,7:00:00,11.3,276,0.98,5293.881657,0,2,93,36
3/23/2021,8:00:00,11.3,248,0.98,4756.821199,0,2,93,36
3/23/2021,9:00:00,11.5,249,0.98,4860.532938,0,2,90,38
3/23/2021,10:00:00,11.3,233,0.98,4469.11024,0,2,90,38
3/23/2021,11:00:00,11.5,208,0.98,4060.204221,0,2,90,38
3/23/2021,12:00:00,11.5,210,0.98,4099.244646,0,2,83,44
3/23/2021,13:00:00,11.4,206,0.98,3986.197154,0,2,83,44
3/23/2021,14:00:00,11.3,205,0.98,3932.049782,0,2,83,44
3/23/2021,15:00:00,11.1,235,0.98,4427.693441,0,2,79,55
3/23/2021,16:00:00,11.1,227,0.98,4276.963451,0,2,79,55
3/23/2021,17:00:00,11.2,186,0.98,3536.044077,0,2,79,55
3/23/2021,18:00:00,11.8,150,0.98,3004.415331,0,2,81,50
3/23/2021,19:00:00,11.8,79,0.98,1582.325408,0,2,81,50
3/23/2021,20:00:00,11.8,78,0.98,1562.295972,0,2,81,50
3/23/2021,21:00:00,11.8,48,0.98,961.4129059,0,2,70,74
3/23/2021,22:00:00,11.7,42,0.98,834.1071715,0,2,70,74
3/23/2021,23:00:00,11.6,36,0.98,708.8383289,0,2,70,74
3/24/2021,0:00:00,11.4,168,0.96,3184.534758,0,2,78,68
3/24/2021,1:00:00,11.4,168,0.96,3184.534758,0,2,78,68
3/24/2021,2:00:00,11.4,168,0.96,3184.534758,0,2,78,68
3/24/2021,3:00:00,11.3,182,0.96,3419.650263,0,2,91,35
3/24/2021,4:00:00,11.2,196,0.96,3650.110015,0,2,91,35
3/24/2021,5:00:00,11.2,208,0.96,3873.586139,0,2,91,35
3/24/2021,6:00:00,11.5,247,0.96,4723.094706,0,2,98,29
3/24/2021,7:00:00,11.5,260,0.96,4971.678638,0,2,98,29
3/24/2021,8:00:00,11.7,228,0.96,4435.601985,0,2,98,29
3/24/2021,9:00:00,11.8,214,0.96,4198.823711,0,2,97,44
3/24/2021,10:00:00,11.7,195,0.96,3793.606961,0,2,97,44
3/24/2021,11:00:00,11.8,184,0.96,3610.203565,0,2,97,44
3/24/2021,12:00:00,11.9,175,0.96,3462.715974,0,2,81,61
3/24/2021,13:00:00,11.6,175,0.96,3375.420614,0,2,81,61
3/24/2021,14:00:00,11.5,176,0.96,3365.444001,0,2,81,61
3/24/2021,15:00:00,11.2,228,0.96,4246.046345,0,2,76,77
3/24/2021,16:00:00,11.2,238,0.96,4432.276447,0,2,76,77
3/24/2021,17:00:00,11.4,196,0.96,3715.290551,0,2,76,77
3/24/2021,18:00:00,11.5,52,0.96,994.3357276,0,2,78,65
3/24/2021,19:00:00,11.8,51,0.96,1000.654249,0,2,78,65
3/24/2021,20:00:00,11.8,50,0.96,981.0335774,0,2,78,65
3/24/2021,21:00:00,11.8,48,0.96,941.7922343,0,2,73,86
3/24/2021,22:00:00,11.7,42,0.96,817.0845762,0,2,73,86
3/24/2021,23:00:00,11.7,38,0.96,739.2669975,0,2,73,86
3/25/2021,0:00:00,11.7,170,0.95,3272.796603,0,2,81,71
3/25/2021,1:00:00,11.7,170,0.95,3272.796603,0,2,81,71
3/25/2021,2:00:00,11.7,170,0.95,3272.796603,0,2,81,71
3/25/2021,3:00:00,11.7,182,0.95,3503.81754,0,2,96,29
3/25/2021,4:00:00,11.7,190,0.95,3657.831498,0,2,96,29
3/25/2021,5:00:00,11.6,202,0.95,3855.61438,0,2,96,29
3/25/2021,6:00:00,11.8,240,0.95,4659.909493,0,2,99,27
3/25/2021,7:00:00,11.6,248,0.95,4733.625575,0,2,99,27
3/25/2021,8:00:00,11.6,245,0.95,4676.363975,0,2,99,27
3/25/2021,9:00:00,11.8,240,0.95,4659.909493,0,2,96,37
3/25/2021,10:00:00,11.7,230,0.95,4427.901287,0,2,96,37
3/25/2021,11:00:00,11.8,222,0.95,4310.416281,0,2,96,37
3/25/2021,12:00:00,11.8,204,0.95,3960.923069,0,2,82,59
3/25/2021,13:00:00,11.8,193,0.95,3747.343884,0,2,82,59
3/25/2021,14:00:00,11.4,180,0.95,3376.459844,0,2,82,59
3/25/2021,15:00:00,11.3,230,0.95,4276.520046,0,2,78,72
3/25/2021,16:00:00,11.2,237,0.95,4367.67788,0,2,78,72
3/25/2021,17:00:00,11.8,211,0.95,4096.837096,0,2,78,72
3/25/2021,18:00:00,11.8,55,0.95,1067.895925,0,2,75,76
3/25/2021,19:00:00,11.8,52,0.95,1009.647057,0,2,75,76
3/25/2021,20:00:00,11.8,51,0.95,990.2307672,0,2,75,76
3/25/2021,21:00:00,11.7,47,0.95,904.8320021,0,2,73,86
3/25/2021,22:00:00,11.5,42,0.95,794.7515131,0,2,73,86
3/25/2021,23:00:00,11.3,39,0.95,725.1490514,0,2,73,86
3/26/2021,0:00:00,11.5,167,0.97,3226.611469,0,2,81,71
3/26/2021,1:00:00,11.5,167,0.97,3226.611469,0,2,81,71
3/26/2021,2:00:00,11.5,167,0.97,3226.611469,0,2,81,71
3/26/2021,3:00:00,11.4,177,0.97,3390.084156,0,2,96,29
3/26/2021,4:00:00,11.4,192,0.97,3677.379423,0,2,96,29
3/26/2021,5:00:00,11.4,205,0.97,3926.368655,0,2,96,29
3/26/2021,6:00:00,11.3,226,0.97,4290.612012,0,2,99,27
3/26/2021,7:00:00,11.2,236,0.97,4440.811994,0,2,99,27
3/26/2021,8:00:00,11.5,244,0.97,4714.330529,0,2,99,27
3/26/2021,9:00:00,11.8,218,0.97,4321.861672,0,2,96,37
3/26/2021,10:00:00,11.9,198,0.97,3958.626369,0,2,96,37
3/26/2021,11:00:00,11.5,186,0.97,3593.710977,0,2,96,37
3/26/2021,12:00:00,11.5,177,0.97,3419.821736,0,2,82,59
3/26/2021,13:00:00,11.4,168,0.97,3217.706995,0,2,82,59
3/26/2021,14:00:00,11.4,173,0.97,3313.472085,0,2,82,59
3/26/2021,15:00:00,11.3,212,0.97,4024.821887,0,2,78,72
3/26/2021,16:00:00,11.2,230,0.97,4327.909994,0,2,78,72
3/26/2021,17:00:00,11.8,198,0.97,3925.360602,0,2,78,72
3/26/2021,18:00:00,11.8,52,0.97,1030.902784,0,2,75,76
3/26/2021,19:00:00,11.8,54,0.97,1070.552891,0,2,75,76
3/26/2021,20:00:00,11.7,52,0.97,1022.16632,0,2,75,76
3/26/2021,21:00:00,11.6,48,0.97,935.473713,0,2,70,76
3/26/2021,22:00:00,11.4,46,0.97,881.0388202,0,2,70,76
3/26/2021,23:00:00,11.2,40,0.97,752.6799989,0,2,70,76
3/27/2021,0:00:00,11.4,167,0.98,3231.528761,0,2,81,69
3/27/2021,1:00:00,11.4,167,0.98,3231.528761,0,2,81,69
3/27/2021,2:00:00,11.5,167,0.98,3259.875504,0,2,81,69
3/27/2021,3:00:00,11.6,178,0.98,3504.811737,0,2,95,29
3/27/2021,4:00:00,11.5,188,0.98,3669.799969,0,2,95,29
3/27/2021,5:00:00,11.5,196,0.98,3825.96167,0,2,95,29
3/27/2021,6:00:00,11.3,240,0.98,4603.375354,0,2,103,21
3/27/2021,7:00:00,11.4,257,0.98,4973.071207,0,2,103,21
3/27/2021,8:00:00,11.6,233,0.98,4587.759184,0,2,103,21
3/27/2021,9:00:00,11.9,208,0.98,4201.428716,0,2,98,33
3/27/2021,10:00:00,11.2,204,0.98,3878.241891,0,2,98,33
3/27/2021,11:00:00,11.4,193,0.98,3734.641023,0,2,98,33
3/27/2021,12:00:00,11.4,177,0.98,3425.033477,0,2,82,60
3/27/2021,13:00:00,11.7,185,0.98,3674.043494,0,2,82,60
3/27/2021,14:00:00,11.4,161,0.98,3115.425931,0,2,82,60
3/27/2021,15:00:00,11.2,215,0.98,4087.362778,0,2,76,72
3/27/2021,16:00:00,11.2,236,0.98,4486.593561,0,2,76,72
3/27/2021,17:00:00,11.3,195,0.98,3740.242475,0,2,76,72
3/27/2021,18:00:00,11.7,135,0.98,2681.058766,0,2,72,69
3/27/2021,19:00:00,11.7,53,0.98,1052.563812,0,2,72,69
3/27/2021,20:00:00,11.7,51,0.98,1012.844423,0,2,72,69
3/27/2021,21:00:00,11.6,48,0.98,945.1177719,0,2,71,83
3/27/2021,22:00:00,11.4,46,0.98,890.1216946,0,2,71,83
3/27/2021,23:00:00,11.2,40,0.98,760.4395866,0,2,71,83
3/28/2021,0:00:00,11.4,168,0.96,3184.534758,1,2,84,65
3/28/2021,1:00:00,11.4,168,0.96,3184.534758,1,2,84,65
3/28/2021,2:00:00,11.4,168,0.96,3184.534758,1,2,84,65
3/28/2021,3:00:00,11.4,181,0.96,3430.957091,1,2,96,44
3/28/2021,4:00:00,11.3,192,0.96,3607.543135,1,2,96,44
3/28/2021,5:00:00,11.2,201,0.96,3743.225067,1,2,96,44
3/28/2021,6:00:00,11.5,248,0.96,4742.216547,1,2,104,15
3/28/2021,7:00:00,11.4,261,0.96,4947.402214,1,2,104,15
3/28/2021,8:00:00,11.5,235,0.96,4493.632615,1,2,104,15
3/28/2021,9:00:00,11.8,225,0.96,4414.651098,1,2,97,29
3/28/2021,10:00:00,11.6,215,0.96,4146.945326,1,2,97,29
3/28/2021,11:00:00,11.6,207,0.96,3992.640383,1,2,97,29
3/28/2021,12:00:00,11.6,196,0.96,3780.471087,1,2,81,57
3/28/2021,13:00:00,11.7,172,0.96,3346.155883,1,2,81,57
3/28/2021,14:00:00,11.7,150,0.96,2918.159201,1,2,81,57
3/28/2021,15:00:00,11.3,213,0.96,4002.118165,1,2,76,66
3/28/2021,16:00:00,11.2,232,0.96,4320.538386,1,2,76,66
3/28/2021,17:00:00,11.7,198,0.96,3851.970145,1,2,76,66
3/28/2021,18:00:00,11.8,55,0.96,1079.136935,1,2,74,72
3/28/2021,19:00:00,11.7,53,0.96,1031.082918,1,2,74,72
3/28/2021,20:00:00,11.7,50,0.96,972.7197335,1,2,74,72
3/28/2021,21:00:00,11.6,48,0.96,925.8296541,1,2,72,78
3/28/2021,22:00:00,11.3,46,0.96,864.3072094,1,2,72,78
3/28/2021,23:00:00,11.3,42,0.96,789.1500607,1,2,72,78
3/29/2021,0:00:00,11.5,172,0.97,3323.216602,0,2,83,66
3/29/2021,1:00:00,11.5,172,0.97,3323.216602,0,2,83,66
3/29/2021,2:00:00,11.5,172,0.97,3323.216602,0,2,83,66
3/29/2021,3:00:00,11.4,182,0.97,3485.849245,0,2,95,48
3/29/2021,4:00:00,11.4,192,0.97,3677.379423,0,2,95,48
3/29/2021,5:00:00,11.3,204,0.97,3872.941816,0,2,95,48
3/29/2021,6:00:00,11.4,250,0.97,4788.254458,0,2,103,31
3/29/2021,7:00:00,11.4,254,0.97,4864.866529,0,2,103,31
3/29/2021,8:00:00,11.5,240,0.97,4637.046422,0,2,103,31
3/29/2021,9:00:00,11.7,220,0.97,4324.549815,0,2,99,36
3/29/2021,10:00:00,11.6,202,0.97,3936.785209,0,2,99,36
3/29/2021,11:00:00,11.7,180,0.97,3538.268031,0,2,99,36
3/29/2021,12:00:00,11.5,170,0.97,3284.574549,0,2,85,65
3/29/2021,13:00:00,11.4,167,0.97,3198.553978,0,2,85,65
3/29/2021,14:00:00,11.4,167,0.97,3198.553978,0,2,85,65
3/29/2021,15:00:00,11.2,189,0.97,3556.412995,0,2,81,68
3/29/2021,16:00:00,11.2,231,0.97,4346.726994,0,2,81,68
3/29/2021,17:00:00,11.3,205,0.97,3891.926825,0,2,81,68
3/29/2021,18:00:00,11.8,58,0.97,1149.853106,0,2,73,76
3/29/2021,19:00:00,11.8,58,0.97,1149.853106,0,2,73,76
3/29/2021,20:00:00,11.8,54,0.97,1070.552891,0,2,73,76
3/29/2021,21:00:00,11.6,48,0.97,935.473713,0,2,75,83
3/29/2021,22:00:00,11.4,47,0.97,900.191838,0,2,75,83
3/29/2021,23:00:00,11.3,43,0.97,816.3553828,0,2,75,83
3/30/2021,0:00:00,11.4,146,0.97,2796.340603,0,2,84,63
3/30/2021,1:00:00,11.4,143,0.97,2738.88155,0,2,84,63
3/30/2021,2:00:00,11.4,143,0.97,2738.88155,0,2,84,63
3/30/2021,3:00:00,11.4,150,0.97,2872.952675,0,2,99,32
3/30/2021,4:00:00,11.3,172,0.97,3265.421531,0,2,99,32
3/30/2021,5:00:00,11.3,186,0.97,3531.211656,0,2,99,32
3/30/2021,6:00:00,11.3,256,0.97,4860.162279,0,2,104,19
3/30/2021,7:00:00,11.3,264,0.97,5012.04235,0,2,104,19
3/30/2021,8:00:00,11.5,234,0.97,4521.120261,0,2,104,19
3/30/2021,9:00:00,11.5,225,0.97,4347.231021,0,2,102,22
3/30/2021,10:00:00,11.7,211,0.97,4147.636414,0,2,102,22
3/30/2021,11:00:00,11.4,201,0.97,3849.756584,0,2,102,22
3/30/2021,12:00:00,11.4,184,0.97,3524.155281,0,2,85,46
3/30/2021,13:00:00,11.5,170,0.97,3284.574549,0,2,85,46
3/30/2021,14:00:00,11.5,170,0.97,3284.574549,0,2,85,46
3/30/2021,15:00:00,11.6,194,0.97,3780.872923,0,2,76,68
3/30/2021,16:00:00,11.2,225,0.97,4233.824994,0,2,76,68
3/30/2021,17:00:00,11.5,188,0.97,3632.353031,0,2,76,68
3/30/2021,18:00:00,11.7,54,0.97,1061.480409,0,2,77,83
3/30/2021,19:00:00,11.7,54,0.97,1061.480409,0,2,77,83
3/30/2021,20:00:00,11.7,51,0.97,1002.509275,0,2,77,83
3/30/2021,21:00:00,11.5,47,0.97,908.0882576,0,2,77,61
3/30/2021,22:00:00,11.4,42,0.97,804.4267489,0,2,77,61
3/30/2021,23:00:00,11.3,40,0.97,759.4003561,0,2,77,61
3/31/2021,0:00:00,11.3,172,0.97,3265.421531,0,2,85,48
3/31/2021,1:00:00,11.3,172,0.97,3265.421531,0,2,85,48
3/31/2021,2:00:00,11.3,172,0.97,3265.421531,0,2,85,48
3/31/2021,3:00:00,11.2,184,0.97,3462.327995,0,2,100,26
3/31/2021,4:00:00,11.2,196,0.97,3688.131995,0,2,100,26
3/31/2021,5:00:00,11.2,212,0.97,3989.203994,0,2,100,26
3/31/2021,6:00:00,11.4,250,0.97,4788.254458,0,2,106,16
3/31/2021,7:00:00,11.4,233,0.97,4462.653154,0,2,106,16
3/31/2021,8:00:00,11.6,219,0.97,4268.098815,0,2,106,16
3/31/2021,9:00:00,11.8,205,0.97,4064.135976,0,2,101,22
3/31/2021,10:00:00,11.8,181,0.97,3588.334691,0,2,101,22
3/31/2021,11:00:00,11.6,145,0.97,2825.910175,0,2,101,22
3/31/2021,12:00:00,11.6,145,0.97,2825.910175,0,2,82,52
3/31/2021,13:00:00,11.5,179,0.97,3458.46379,0,2,82,52
3/31/2021,14:00:00,11.4,193,0.97,3696.532441,0,2,82,52
3/31/2021,15:00:00,11.3,204,0.97,3872.941816,0,2,75,64
3/31/2021,16:00:00,11.2,215,0.97,4045.654994,0,2,75,64
3/31/2021,17:00:00,11.5,192,0.97,3709.637138,0,2,75,64
3/31/2021,18:00:00,11.7,54,0.97,1061.480409,0,2,78,57
3/31/2021,19:00:00,11.7,54,0.97,1061.480409,0,2,78,57
3/31/2021,20:00:00,11.7,51,0.97,1002.509275,0,2,78,57
3/31/2021,21:00:00,11.5,47,0.97,908.0882576,0,2,75,64
3/31/2021,22:00:00,11.5,44,0.97,850.1251774,0,2,75,64
3/31/2021,23:00:00,11.4,42,0.97,804.4267489,0,2,75,64
4/1/2021,0:00:00,11.4,169,0.96,3203.490322,0,2,85,45
4/1/2021,1:00:00,11.4,169,0.96,3203.490322,0,2,85,45
4/1/2021,2:00:00,11.4,169,0.96,3203.490322,0,2,85,45
4/1/2021,3:00:00,11.3,182,0.96,3419.650263,0,2,99,33
4/1/2021,4:00:00,11.2,199,0.96,3705.979046,0,2,99,33
4/1/2021,5:00:00,11.4,212,0.96,4018.579576,0,2,99,33
4/1/2021,6:00:00,11.2,260,0.96,4841.982674,0,2,105,21
4/1/2021,7:00:00,11.4,260,0.96,4928.44665,0,2,105,21
4/1/2021,8:00:00,11.6,236,0.96,4551.995799,0,2,105,21
4/1/2021,9:00:00,11.9,210,0.96,4155.259169,0,2,101,26
4/1/2021,10:00:00,11.9,196,0.96,3878.241891,0,2,101,26
4/1/2021,11:00:00,11.9,173,0.96,3423.142078,0,2,101,26
4/1/2021,12:00:00,11.5,168,0.96,3212.469274,0,2,84,51
4/1/2021,13:00:00,11.6,165,0.96,3182.539436,0,2,84,51
4/1/2021,14:00:00,11.6,163,0.96,3143.9632,0,2,84,51
4/1/2021,15:00:00,11.4,173,0.96,3279.312579,0,2,77,68
4/1/2021,16:00:00,11.3,179,0.96,3363.282402,0,2,77,68
4/1/2021,17:00:00,11.3,187,0.96,3513.596699,0,2,77,68
4/1/2021,18:00:00,11.7,55,0.96,1069.991707,0,2,74,68
